order_id,order_date,region,channel,revenue
ORD-512,2024-01-12,South,Web,359
ORD-513,2024-01-20,West,Web,595
ORD-514,2024-01-07,South,Partner,449
ORD-515,2024-01-10,West,Partner,509
ORD-516,2024-01-22,North,Partner,539
ORD-517,2024-01-12,East,Retail,454
ORD-518,2024-01-07,South,Partner,408
ORD-519,2024-01-12,North,Web,588
ORD-520,2024-01-04,East,Retail,485
ORD-521,2024-01-03,South,Web,548
ORD-522,2024-01-18,East,Partner,491
ORD-523,2024-01-26,South,Retail,472
ORD-524,2024-01-25,South,Retail,456
ORD-525,2024-01-14,North,Web,531
ORD-526,2024-01-23,South,Partner,574
ORD-527,2024-01-03,South,Partner,771
ORD-528,2024-01-26,West,Partner,521
ORD-529,2024-01-06,South,Retail,519
ORD-530,2024-01-12,North,Web,559
ORD-531,2024-01-11,North,Partner,406
ORD-532,2024-01-18,North,Partner,383
ORD-533,2024-01-14,North,Partner,484
ORD-534,2024-01-23,North,Web,383
ORD-535,2024-01-22,South,Retail,563
ORD-536,2024-01-05,West,Web,545
ORD-537,2024-01-01,North,Retail,461
ORD-538,2024-01-24,West,Retail,573
ORD-539,2024-01-20,South,Partner,497
ORD-540,2024-01-26,South,Partner,491
ORD-541,2024-01-16,East,Retail,564
ORD-542,2024-01-12,West,Retail,525
ORD-543,2024-01-13,South,Web,582
ORD-544,2024-01-01,North,Web,671
ORD-545,2024-01-22,East,Web,532
ORD-546,2024-01-24,North,Partner,624
ORD-547,2024-01-03,West,Web,498
ORD-548,2024-01-21,West,Web,366
ORD-549,2024-01-20,West,Partner,398
ORD-550,2024-01-28,West,Retail,612
ORD-551,2024-01-20,West,Web,453
ORD-552,2024-01-16,West,Retail,498
ORD-553,2024-01-14,East,Web,489
ORD-554,2024-01-23,East,Partner,437
ORD-555,2024-01-13,East,Retail,612
ORD-556,2024-01-27,West,Web,472
ORD-557,2024-01-09,West,Partner,507
ORD-558,2024-01-20,East,Retail,349
ORD-559,2024-01-13,North,Web,487
ORD-560,2024-01-08,South,Retail,506
ORD-561,2024-01-21,South,Partner,712
ORD-562,2024-01-06,West,Retail,448
ORD-563,2024-01-10,West,Partner,480
ORD-564,2024-01-03,South,Partner,539
ORD-565,2024-01-12,North,Partner,606
ORD-566,2024-01-07,North,Partner,449
ORD-567,2024-01-26,West,Web,539
ORD-568,2024-01-17,West,Web,574
ORD-569,2024-01-20,North,Retail,740
ORD-570,2024-01-02,South,Retail,485
ORD-571,2024-01-26,South,Web,614
ORD-572,2024-01-26,North,Partner,473
ORD-573,2024-01-01,West,Web,562
ORD-574,2024-01-08,West,Retail,493
ORD-575,2024-01-18,North,Partner,620
ORD-576,2024-01-22,East,Web,426
ORD-577,2024-01-08,North,Partner,341
ORD-578,2024-01-06,West,Retail,453
ORD-579,2024-01-20,South,Retail,386
ORD-580,2024-01-05,North,Retail,564
ORD-581,2024-01-28,South,Partner,471
ORD-582,2024-01-08,West,Retail,517
ORD-583,2024-01-05,East,Retail,599
ORD-584,2024-01-25,South,Retail,561
ORD-585,2024-01-10,South,Partner,364
ORD-586,2024-01-20,West,Web,378
ORD-587,2024-01-18,South,Retail,689
ORD-588,2024-01-15,West,Partner,485
ORD-589,2024-01-25,North,Web,514
ORD-590,2024-01-22,West,Web,525
ORD-591,2024-01-23,South,Web,685
ORD-592,2024-01-12,East,Web,502
ORD-593,2024-01-08,North,Partner,448
ORD-594,2024-01-04,West,Retail,669
ORD-595,2024-01-03,South,Retail,477
ORD-596,2024-01-06,North,Partner,529
ORD-597,2024-01-24,West,Web,484
ORD-598,2024-01-23,East,Retail,466
ORD-599,2024-01-15,North,Retail,592
ORD-600,2024-01-07,East,Partner,582
ORD-601,2024-01-02,East,Retail,488
ORD-602,2024-01-01,North,Retail,503
ORD-603,2024-01-13,South,Web,430
ORD-604,2024-01-23,South,Retail,550
ORD-605,2024-01-07,East,Web,534
ORD-606,2024-01-09,East,Web,370
ORD-607,2024-01-11,South,Partner,506
ORD-608,2024-01-03,North,Partner,530
ORD-609,2024-01-10,North,Web,522
ORD-610,2024-01-27,South,Web,322
ORD-611,2024-01-06,East,Partner,246
ORD-612,2024-01-17,North,Partner,551
ORD-613,2024-01-12,East,Partner,524
ORD-614,2024-01-04,North,Partner,715
ORD-615,2024-01-17,South,Retail,543
ORD-616,2024-01-23,North,Web,405
ORD-617,2024-01-26,South,Web,436
ORD-618,2024-01-21,East,Retail,383
ORD-619,2024-01-19,South,Retail,450
ORD-620,2024-01-18,East,Retail,497
ORD-621,2024-01-12,South,Partner,384
ORD-622,2024-01-01,North,Retail,666
ORD-623,2024-01-23,East,Retail,546
ORD-624,2024-01-08,South,Web,541
ORD-625,2024-01-02,East,Retail,521
ORD-626,2024-01-17,East,Partner,447
ORD-627,2024-01-10,East,Web,406
ORD-628,2024-01-11,West,Retail,394
ORD-629,2024-01-14,South,Partner,402
ORD-630,2024-01-27,North,Retail,431
ORD-631,2024-01-09,South,Web,506
ORD-632,2024-01-08,East,Partner,462
ORD-633,2024-01-06,South,Partner,342
ORD-634,2024-01-19,South,Retail,473
ORD-635,2024-01-10,West,Retail,464
ORD-636,2024-01-28,South,Retail,498
ORD-637,2024-01-19,South,Partner,509
ORD-638,2024-01-10,North,Web,292
ORD-639,2024-01-12,South,Partner,602
ORD-640,2024-01-24,West,Partner,538
ORD-641,2024-01-27,West,Partner,402
ORD-642,2024-01-24,West,Web,624
ORD-643,2024-01-08,North,Partner,574
ORD-644,2024-01-28,South,Retail,661
ORD-645,2024-01-07,North,Partner,472
ORD-646,2024-01-07,East,Retail,501
ORD-647,2024-01-07,North,Web,474
ORD-648,2024-01-02,West,Partner,478
ORD-649,2024-01-07,South,Partner,601
ORD-650,2024-01-01,East,Partner,676
ORD-651,2024-01-23,East,Partner,541
ORD-652,2024-01-27,East,Web,360
ORD-653,2024-01-04,East,Web,593
ORD-654,2024-01-17,South,Web,565
ORD-655,2024-01-28,West,Retail,360
ORD-656,2024-01-22,West,Partner,573
ORD-657,2024-01-12,North,Web,587
ORD-658,2024-01-17,West,Retail,612
ORD-659,2024-01-03,East,Web,527
ORD-660,2024-01-05,North,Retail,552
ORD-661,2024-01-28,North,Partner,561
ORD-662,2024-01-12,East,Partner,439
ORD-663,2024-01-11,East,Web,571
ORD-664,2024-01-08,West,Partner,337
ORD-665,2024-01-02,South,Partner,661
ORD-666,2024-01-08,West,Partner,539
ORD-667,2024-01-19,East,Partner,505
ORD-668,2024-01-04,North,Partner,489
ORD-669,2024-01-12,North,Partner,454
ORD-670,2024-01-15,West,Web,453
ORD-671,2024-01-22,West,Retail,514
ORD-672,2024-01-07,North,Web,563
ORD-673,2024-01-03,West,Partner,504
ORD-674,2024-01-14,South,Partner,536
